benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity;throughput
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.66869;0.25;468.395
bench1_base_variant;512;1024;4096;0;0;0;0;42.9713;0.29;29.0892
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;42.0086;0.29;29.7558
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.41557;0.29;365.971
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.27565;0.29;381.604
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.48523;0.29;358.656
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.43046;0.29;364.382
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.29205;0.29;379.703
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.66715;0.29;468.665
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.76837;0.29;451.53
bench1_base_variant;1024;1024;4096;0;0;0;0;42.2778;0.29;29.5664
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;42.28;0.29;29.5648
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.38758;0.29;368.995
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.30962;0.29;377.687
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.41298;0.29;366.249
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.38315;0.29;369.478
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.27482;0.29;381.701
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.6348;0.29;474.419
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.81002;0.29;444.837
bench1_base_variant;2048;1024;4096;0;0;0;0;43.8128;0.29;28.5305
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;44.1185;0.29;28.3328
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.3401;0.29;374.241
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.31082;0.29;377.55
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.40594;0.29;367.006
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.3837;0.29;369.419
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.27845;0.29;381.278
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.63814;0.29;473.818
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.80186;0.29;446.133
bench1_base_variant;4096;1024;4096;0;0;0;0;43.7313;0.29;28.5836
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;43.7084;0.29;28.5986
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.34326;0.29;373.886
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.30854;0.29;377.81
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.41;0.29;366.569
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.38357;0.29;369.433
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.28923;0.29;380.028
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.63613;0.29;474.18
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.80794;0.29;445.167
bench1_base_variant;512;1024;4096;0;0;0;0;49.6257;0.33;25.1886
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;49.6991;0.33;25.1514
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.54538;0.33;352.572
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.32166;0.33;376.317
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.52336;0.33;354.775
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.46432;0.33;360.821
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.34323;0.33;373.89
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.71347;0.33;460.664
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.86506;0.33;436.292
bench1_base_variant;1024;1024;4096;0;0;0;0;49.2169;0.33;25.3978
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;49.2852;0.33;25.3626
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.49536;0.33;357.617
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.36941;0.33;370.985
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.47155;0.33;360.07
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.44512;0.33;362.832
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.32666;0.33;375.753
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.7165;0.33;460.152
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.90693;0.33;430.007
bench1_base_variant;2048;1024;4096;0;0;0;0;50.8435;0.33;24.5853
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;50.4119;0.33;24.7957
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.72306;0.33;335.746
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.36421;0.33;371.559
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.45814;0.33;361.466
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.44037;0.33;363.333
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.33229;0.33;375.118
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.72117;0.33;459.362
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.89741;0.33;431.42
bench1_base_variant;4096;1024;4096;0;0;0;0;50.9312;0.33;24.5429
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;50.9987;0.33;24.5104
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.45277;0.33;362.028
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.36694;0.33;371.257
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.4579;0.33;361.491
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.44291;0.33;363.065
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.34419;0.33;373.782
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.71512;0.33;460.385
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.89902;0.33;431.18
bench1_base_variant;512;1024;4096;0;0;0;0;56.6039;0.37;22.0833
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;56.712;0.37;22.0412
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.70378;0.37;337.493
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.51749;0.37;355.367
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.65909;0.37;341.615
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.59632;0.37;347.578
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.46797;0.37;360.442
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.78621;0.37;448.638
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.99206;0.37;417.772
bench1_base_variant;1024;1024;4096;0;0;0;0;56.2235;0.37;22.2327
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;56.4263;0.37;22.1528
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.64088;0.37;343.324
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.49051;0.37;358.114
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.59837;0.37;347.38
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.57139;0.37;350.004
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.45504;0.37;361.79
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77904;0.37;449.796
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.03293;0.37;412.143
bench1_base_variant;2048;1024;4096;0;0;0;0;57.8253;0.37;21.6168
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;57.9159;0.37;21.583
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.57376;0.37;349.772
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.49086;0.37;358.078
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.58248;0.37;348.92
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.55861;0.37;351.261
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.46445;0.37;360.808
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77443;0.37;450.543
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.02485;0.37;413.244
bench1_base_variant;4096;1024;4096;0;0;0;0;55.6679;0.37;22.4546
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;55.8074;0.37;22.3985
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.6073;0.37;346.52
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.49307;0.37;357.851
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.59208;0.37;347.988
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.56608;0.37;350.525
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.47058;0.37;360.171
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77182;0.37;450.967
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.02342;0.37;413.439
bench1_base_variant;512;1024;4096;0;0;0;0;64.134;0.41;19.4905
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;64.6102;0.41;19.3468
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.83738;0.41;325.743
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.57394;0.41;349.754
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.73848;0.41;334.36
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.68155;0.41;339.531
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.55379;0.41;351.737
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.83051;0.41;441.616
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.09024;0.41;404.499
bench1_base_variant;1024;1024;4096;0;0;0;0;63.2609;0.41;19.7594
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;63.6183;0.41;19.6484
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.6895;0.41;338.799
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.57842;0.41;349.317
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.67403;0.41;340.226
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.65402;0.41;342.089
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.53512;0.41;353.595
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.82059;0.41;443.169
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.12598;0.41;399.874
bench1_base_variant;2048;1024;4096;0;0;0;0;65.3751;0.41;19.1204
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;65.6086;0.41;19.0524
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.66682;0.41;340.895
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.57403;0.41;349.745
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.66997;0.41;340.602
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.65376;0.41;342.113
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.54432;0.41;352.677
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.82797;0.41;442.013
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.12146;0.41;400.454
bench1_base_variant;4096;1024;4096;0;0;0;0;61.5418;0.41;20.3114
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;61.9485;0.41;20.1781
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.68723;0.41;339.008
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.58136;0.41;349.029
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.67155;0.41;340.455
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.65595;0.41;341.908
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.55571;0.41;351.547
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.82141;0.41;443.041
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.11978;0.41;400.67
bench1_base_variant;512;1024;4096;0;0;0;0;71.93;0.45;17.378
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;71.4706;0.45;17.4897
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.86718;0.45;323.233
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.62123;0.45;345.186
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.83314;0.45;326.104
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.78059;0.45;330.636
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.65163;0.45;342.313
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.88211;0.45;433.71
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.202;0.45;390.381
bench1_base_variant;1024;1024;4096;0;0;0;0;71.364;0.45;17.5158
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;71.9943;0.45;17.3625
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.83766;0.45;325.719
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.67854;0.45;339.808
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.76893;0.45;331.659
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.75216;0.45;333.141
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.6373;0.45;343.662
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.87742;0.45;434.416
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.24029;0.45;385.768
bench1_base_variant;2048;1024;4096;0;0;0;0;72.5951;0.45;17.2188
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;73.1832;0.45;17.0804
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.78472;0.45;330.275
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.67859;0.45;339.804
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.76621;0.45;331.899
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.74709;0.45;333.592
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.64714;0.45;342.735
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.88613;0.45;433.106
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.23558;0.45;386.329
bench1_base_variant;4096;1024;4096;0;0;0;0;68.0932;0.45;18.3572
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;68.3544;0.45;18.287
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.79842;0.45;329.085
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.68182;0.45;339.506
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.76491;0.45;332.013
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.76117;0.45;332.344
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.65789;0.45;341.727
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.87946;0.45;434.11
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.23368;0.45;386.557
bench1_base_variant;512;1024;4096;0;0;0;0;80.1153;0.49;15.6025
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;79.4404;0.49;15.7351
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.99536;0.49;312.863
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.64699;0.49;342.748
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.84458;0.49;325.133
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.80432;0.49;328.574
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.67349;0.49;340.276
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.94816;0.49;423.993
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.26058;0.49;383.368
bench1_base_variant;1024;1024;4096;0;0;0;0;78.5713;0.49;15.9091
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;79.3996;0.49;15.7431
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.9159;0.49;319.211
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.70054;0.49;337.788
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.79253;0.49;329.595
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.7733;0.49;331.275
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.66072;0.49;341.463
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.9411;0.49;425.01
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.29771;0.49;379.051
bench1_base_variant;2048;1024;4096;0;0;0;0;80.9218;0.49;15.447
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;81.5526;0.49;15.3275
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.92538;0.49;318.441
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.70619;0.49;337.273
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.78446;0.49;330.298
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.77168;0.49;331.417
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.66726;0.49;340.854
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.94285;0.49;424.759
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.28774;0.49;380.2
bench1_base_variant;4096;1024;4096;0;0;0;0;74.2471;0.49;16.8357
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;74.8083;0.49;16.7094
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.8729;0.49;322.756
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.70605;0.49;337.286
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.78645;0.49;330.125
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.77243;0.49;331.351
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.67763;0.49;339.893
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.94229;0.49;424.839
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.29179;0.49;379.732
bench1_base_variant;512;1024;4096;0;0;0;0;88.8655;0.53;14.0662
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;88.5756;0.53;14.1122
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.1221;0.53;303.244
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.78478;0.53;330.27
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.98072;0.53;314.014
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.94218;0.53;317.084
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.81282;0.53;327.842
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.01504;0.53;414.588
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.40686;0.53;366.906
bench1_base_variant;1024;1024;4096;0;0;0;0;86.947;0.53;14.3766
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;87.6982;0.53;14.2534
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.04842;0.53;308.763
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.84024;0.53;325.5
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.92742;0.53;318.275
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.91438;0.53;319.335
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.79864;0.53;329.065
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.00522;0.53;415.943
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.44797;0.53;362.532
bench1_base_variant;2048;1024;4096;0;0;0;0;89.1095;0.53;14.0277
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;89.6489;0.53;13.9433
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.05355;0.53;308.372
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.83893;0.53;325.612
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.92096;0.53;318.799
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.91606;0.53;319.198
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.8071;0.53;328.334
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.00464;0.53;416.023
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.4403;0.53;363.34
bench1_base_variant;4096;1024;4096;0;0;0;0;81.437;0.53;15.3493
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;81.9906;0.53;15.2457
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.03341;0.53;309.912
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.83656;0.53;325.813
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.92851;0.53;318.187
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.91358;0.53;319.4
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.8144;0.53;327.706
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.00606;0.53;415.826
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.44686;0.53;362.648
bench1_base_variant;512;1024;4096;0;0;0;0;98.1173;0.57;12.7399
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;97.3133;0.57;12.8451
