benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench1_base_variant;512;1024;4096;0;0;0;0;0.954176;0.01;1179.03
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;0.831568;0.01;1352.87
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;0.509984;0.01;2205.95
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.432768;0.01;2599.55
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;0.327024;0.01;3440.11
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;0.29112;0.01;3864.39
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.158032;0.01;7118.81
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.21235;0.01;508.509
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.157568;0.01;7139.77
bench1_base_variant;1024;1024;4096;0;0;0;0;2.84054;0.01;396.051
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;1.5301;0.01;735.248
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;0.498384;0.01;2257.3
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.469568;0.01;2395.82
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;0.339344;0.01;3315.22
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;0.297824;0.01;3777.4
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.184384;0.01;6101.4
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.20934;0.01;509.201
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.184224;0.01;6106.7
bench1_base_variant;2048;1024;4096;0;0;0;0;3.5747;0.01;314.711
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;2.81494;0.01;399.653
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;0.502784;0.01;2237.54
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.471984;0.01;2383.56
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;0.322176;0.01;3491.88
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;0.280832;0.01;4005.95
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.176256;0.01;6382.76
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.20731;0.01;509.67
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.175376;0.01;6414.79
bench1_base_variant;4096;1024;4096;0;0;0;0;3.60862;0.01;311.753
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;3.40707;0.01;330.196
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;0.499824;0.01;2250.79
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;0.467728;0.01;2405.24
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;0.280544;0.01;4010.07
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;0.273888;0.01;4107.52
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;0.182176;0.01;6175.35
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.11442;0.01;532.062
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;0.185792;0.01;6055.16
bench1_base_variant;512;1024;4096;0;0;0;0;1.00706;0.05;1117.12
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;0.87232;0.05;1289.66
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;0.67016;0.05;1678.7
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.533904;0.05;2107.12
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;0.4624;0.05;2432.96
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;0.419824;0.05;2679.69
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.301184;0.05;3735.26
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.17942;0.05;516.191
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;0.30024;0.05;3747
bench1_base_variant;1024;1024;4096;0;0;0;0;2.99622;0.05;375.473
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;1.28957;0.05;872.385
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;0.60568;0.05;1857.42
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.52912;0.05;2126.17
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;0.451088;0.05;2493.97
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;0.4152;0.05;2709.54
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.312976;0.05;3594.52
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.07459;0.05;542.275
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;0.312912;0.05;3595.26
bench1_base_variant;2048;1024;4096;0;0;0;0;3.18405;0.05;353.324
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;2.33667;0.05;481.454
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;0.606896;0.05;1853.69
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.528448;0.05;2128.88
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;0.434176;0.05;2591.12
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;0.401856;0.05;2799.51
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.306576;0.05;3669.56
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.07424;0.05;542.367
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;0.30584;0.05;3678.39
bench1_base_variant;4096;1024;4096;0;0;0;0;4.44507;0.05;253.089
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;4.32002;0.05;260.416
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;0.598448;0.05;1879.86
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;0.495104;0.05;2272.25
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;0.382784;0.05;2938.99
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;0.381664;0.05;2947.62
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;0.29568;0.05;3804.79
