benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.29318;0.21;966.606
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.25498;0.21;996.035
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.1188;0.21;1117.27
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.51843;0.21;496.341
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.11418;0.21;1121.91
bench1_base_variant;1024;1024;4096;0;0;0;0;34.3629;0.21;36.3765
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;30.6649;0.21;40.7632
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;1.7543;0.21;712.533
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.51429;0.21;825.471
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.29397;0.21;966.021
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.26258;0.21;990.039
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.15138;0.21;1085.66
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.47606;0.21;504.833
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.15014;0.21;1086.82
bench1_base_variant;2048;1024;4096;0;0;0;0;26.2354;0.21;47.6455
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;17.2027;0.21;72.663
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;1.75752;0.21;711.229
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.51562;0.21;824.747
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.27197;0.21;982.729
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.24115;0.21;1007.13
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.14259;0.21;1094
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.47336;0.21;505.385
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.1435;0.21;1093.13
bench1_base_variant;4096;1024;4096;0;0;0;0;7.91802;0.21;157.868
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;4.59954;0.21;271.767
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;1.7527;0.21;713.184
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.51514;0.21;825.008
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.2524;0.21;998.084
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.23797;0.21;1009.72
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.13848;0.21;1097.96
