benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;29.8699;0.21;41.8481
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.29954;0.21;378.841
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.14354;0.21;397.641
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.26171;0.21;383.234
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.22923;0.21;387.089
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.10886;0.21;402.076
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.52837;0.21;494.39
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.57394;0.21;485.638
bench1_base_variant;2048;1024;4096;0;0;0;0;31.5424;0.21;39.6292
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;31.5155;0.21;39.663
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.16942;0.21;394.393
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.14723;0.21;397.174
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.25515;0.21;384.007
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.2236;0.21;387.765
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.12203;0.21;400.38
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.53005;0.21;494.062
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.56997;0.21;486.387
bench1_base_variant;4096;1024;4096;0;0;0;0;32.2316;0.21;38.7819
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;32.2507;0.21;38.7588
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.00773;0.21;311.897
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.15082;0.21;396.723
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.24984;0.21;384.634
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.22243;0.21;387.906
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.1211;0.21;400.499
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.52877;0.21;494.312
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.56837;0.21;486.69
bench1_base_variant;512;1024;4096;0;0;0;0;36.2144;0.25;34.5167
