benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench1_base_variant;512;1024;4096;0;0;0;0;4.54286;0.01;440.251
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;4.48939;0.01;445.495
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;5.17504;0.01;386.47
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;4.07706;0.01;490.55
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;4.55474;0.01;439.103
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;4.59763;0.01;435.007
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;4.23283;0.01;472.497
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;7.82424;0.01;255.616
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.08539;0.01;648.216
bench1_base_variant;1024;1024;4096;0;0;0;0;14.9295;0.01;133.963
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;14.8857;0.01;134.357
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.72043;0.01;423.69
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;4.0544;0.01;493.291
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;4.29347;0.01;465.823
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;4.2771;0.01;467.606
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;4.11288;0.01;486.277
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;6.89531;0.01;290.052
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.84594;0.01;702.757
bench1_base_variant;2048;1024;4096;0;0;0;0;18.1867;0.01;109.971
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;18.053;0.01;110.785
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.58744;0.01;435.973
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.9769;0.01;502.905
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;4.17728;0.01;478.78
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;4.14659;0.01;482.324
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;4.02251;0.01;497.202
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;6.69957;0.01;298.527
