benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.66746;0.13;264.669
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;5.72939;0.13;261.808
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;5.72947;0.13;261.804
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.62155;0.13;266.83
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.82008;0.13;392.662
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.77358;0.13;540.817
bench1_base_variant;512;1024;4096;0;0;0;0;44.3504;0.17;33.8216
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;44.3457;0.17;33.8251
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.83715;0.17;390.915
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.85202;0.17;256.322
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;6.15309;0.17;243.78
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;6.12779;0.17;244.786
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.79462;0.17;258.861
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.90717;0.17;383.91
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.78566;0.17;538.471
bench1_base_variant;1024;1024;4096;0;0;0;0;47.5915;0.17;31.5182
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;47.5839;0.17;31.5233
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;5.68779;0.17;263.723
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;5.79565;0.17;258.815
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;6.01203;0.17;249.5
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;5.96939;0.17;251.282
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;5.83594;0.17;257.028
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.8759;0.17;387.007
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.87194;0.17;522.296
bench1_base_variant;2048;1024;4096;0;0;0;0;50.2389;0.17;29.8573
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;50.2479;0.17;29.852
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.7201;0.17;403.215
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.77603;0.17;259.694
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;5.85595;0.17;256.15
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;5.84614;0.17;256.579
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.72061;0.17;262.21
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.87568;0.17;387.029
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.85706;0.17;525.016
bench1_base_variant;4096;1024;4096;0;0;0;0;53.0796;0.17;28.2595
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;53.2192;0.17;28.1853
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.72688;0.17;402.481
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.77848;0.17;259.584
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;5.86368;0.17;255.812
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;5.83747;0.17;256.961
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;5.75088;0.17;260.83
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.87498;0.17;387.099
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.85123;0.17;526.088
bench1_base_variant;512;1024;4096;0;0;0;0;55.6407;0.21;26.9587
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;55.6117;0.21;26.9728
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.91605;0.21;383.039
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.81019;0.21;258.167
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;6.06933;0.21;247.144
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;6.03307;0.21;248.63
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;5.86686;0.21;255.673
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.94614;0.21;380.118
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.89626;0.21;517.91
bench1_base_variant;1024;1024;4096;0;0;0;0;59.0706;0.21;25.3933
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;59.1194;0.21;25.3724
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.79939;0.21;394.8
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;5.88693;0.21;254.802
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;6.11978;0.21;245.107
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;6.06458;0.21;247.338
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;5.95141;0.21;252.041
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.9332;0.21;381.369
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.97901;0.21;503.523
bench1_base_variant;2048;1024;4096;0;0;0;0;61.0687;0.21;24.5625
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;61.1429;0.21;24.5327
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.82117;0.21;392.55
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.89094;0.21;254.628
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;5.96547;0.21;251.447
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;5.9396;0.21;252.542
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;5.82318;0.21;257.591
