benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity;throughput
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;103.113;0.57;12.1226
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.40037;0.57;367.607
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.9173;0.57;428.479
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.88922;0.57;432.643
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.85645;0.57;437.606
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.73038;0.57;457.811
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.15834;0.57;395.778
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.73619;0.57;456.839
bench1_base_variant;1024;1024;4096;0;0;0;0;105.643;0.57;11.8323
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;103.879;0.57;12.0333
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.36;0.57;372.024
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.966;0.57;421.443
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.91701;0.57;428.521
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.89538;0.57;431.723
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.78885;0.57;448.214
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.15018;0.57;396.803
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.79726;0.57;446.865
bench1_base_variant;2048;1024;4096;0;0;0;0;106.991;0.57;11.6833
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;104.857;0.57;11.9209
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.38629;0.57;369.136
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.97565;0.57;420.077
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.88235;0.57;433.674
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.87248;0.57;435.164
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.78822;0.57;448.314
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.15288;0.57;396.463
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.79341;0.57;447.482
bench1_base_variant;4096;1024;4096;0;0;0;0;90.1374;0.57;13.8677
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;88.7984;0.57;14.0768
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.35214;0.57;372.896
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.96405;0.57;421.721
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.87446;0.57;434.864
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.88029;0.57;433.984
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.7915;0.57;447.787
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.15051;0.57;396.761
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.79614;0.57;447.044
bench1_base_variant;512;1024;4096;0;0;0;0;112.925;0.61;11.0693
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;109.155;0.61;11.4516
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.57245;0.61;349.9
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.07666;0.61;406.285
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.07051;0.61;407.098
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.03997;0.61;411.189
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.91424;0.61;428.928
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.22746;0.61;387.302
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.92646;0.61;427.137
bench1_base_variant;1024;1024;4096;0;0;0;0;109.742;0.61;11.3903
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;107.351;0.61;11.6441
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.51939;0.61;355.175
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.12659;0.61;399.796
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.09837;0.61;403.438
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.08096;0.61;405.718
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.96206;0.61;422.003
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.22347;0.61;387.781
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.974;0.61;420.309
bench1_base_variant;2048;1024;4096;0;0;0;0;109.152;0.61;11.452
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;105.855;0.61;11.8086
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.55853;0.61;351.269
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.12829;0.61;399.58
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.06469;0.61;407.872
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.05323;0.61;409.402
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.96826;0.61;421.123
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.2259;0.61;387.488
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.97955;0.61;419.526
bench1_base_variant;4096;1024;4096;0;0;0;0;93.449;0.61;13.3763
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;92.1764;0.61;13.561
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.52643;0.61;354.466
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.12221;0.61;400.358
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.05766;0.61;408.809
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.0524;0.61;409.514
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.9648;0.61;421.614
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.22965;0.61;387.039
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.9859;0.61;418.634
bench1_base_variant;512;1024;4096;0;0;0;0;121.235;0.65;10.3106
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;117.85;0.65;10.6067
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.80811;0.65;328.247
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.23832;0.65;386.003
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.24982;0.65;384.636
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.22237;0.65;387.913
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.0977;0.65;403.526
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.30802;0.65;377.87
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.10531;0.65;402.536
bench1_base_variant;1024;1024;4096;0;0;0;0;117.696;0.65;10.6206
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;115.028;0.65;10.8669
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.70246;0.65;337.613
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.2981;0.65;379.007
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.27909;0.65;381.204
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.27155;0.65;382.082
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.14864;0.65;396.997
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.30117;0.65;378.654
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.16178;0.65;395.347
bench1_base_variant;2048;1024;4096;0;0;0;0;111.556;0.65;11.2052
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;109.592;0.65;11.4059
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.70878;0.65;337.038
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.29662;0.65;379.176
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.25597;0.65;383.91
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.25088;0.65;384.511
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.15282;0.65;396.471
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.30229;0.65;378.525
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.15925;0.65;395.664
bench1_base_variant;4096;1024;4096;0;0;0;0;94.8421;0.65;13.1798
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;94.0206;0.65;13.295
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.71056;0.65;336.876
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.28798;0.65;380.172
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.24104;0.65;385.679
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.24307;0.65;385.437
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.15245;0.65;396.517
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.30144;0.65;378.623
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.16315;0.65;395.175
bench1_base_variant;512;1024;4096;0;0;0;0;128.365;0.69;9.73788
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;124.301;0.69;10.0563
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.91906;0.69;318.954
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.39701;0.69;367.971
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.42949;0.69;364.486
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.40931;0.69;366.643
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.27573;0.69;381.595
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.37981;0.69;369.844
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.27872;0.69;381.246
bench1_base_variant;1024;1024;4096;0;0;0;0;124.861;0.69;10.0111
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;122.067;0.69;10.2403
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.79816;0.69;260.517
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.45621;0.69;361.668
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.44606;0.69;362.733
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.45168;0.69;362.142
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.34029;0.69;374.219
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.37077;0.69;370.835
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.35528;0.69;372.547
bench1_base_variant;2048;1024;4096;0;0;0;0;117.064;0.69;10.6779
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;114.716;0.69;10.8964
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.91922;0.69;318.941
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.45216;0.69;362.092
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.4395;0.69;363.424
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.4345;0.69;363.954
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.33125;0.69;375.235
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.37606;0.69;370.254
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.35115;0.69;373.006
bench1_base_variant;4096;1024;4096;0;0;0;0;97.206;0.69;12.8593
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;96.0475;0.69;13.0144
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.87851;0.69;322.289
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.45619;0.69;361.67
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.42827;0.69;364.615
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.4269;0.69;364.762
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.33462;0.69;374.855
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.37429;0.69;370.448
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.34949;0.69;373.191
bench1_base_variant;512;1024;4096;0;0;0;0;135.621;0.73;9.21689
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;131.924;0.73;9.47517
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.08848;0.73;305.737
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.5517;0.73;351.945
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.59853;0.73;347.364
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.58541;0.73;348.635
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.45541;0.73;361.752
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.45037;0.73;362.28
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.46901;0.73;360.334
bench1_base_variant;1024;1024;4096;0;0;0;0;132.326;0.73;9.44633
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;130.963;0.73;9.54469
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.04846;0.73;308.759
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.60728;0.73;346.521
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.62456;0.73;344.869
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.62173;0.73;345.139
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.50573;0.73;356.559
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.44902;0.73;362.421
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.52514;0.73;354.596
bench1_base_variant;2048;1024;4096;0;0;0;0;122.93;0.73;10.1684
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;120.857;0.73;10.3428
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.07645;0.73;306.64
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.60982;0.73;346.277
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.61173;0.73;346.095
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.60594;0.73;346.651
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.51731;0.73;355.385
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.45058;0.73;362.258
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.5239;0.73;354.72
bench1_base_variant;4096;1024;4096;0;0;0;0;99.2302;0.73;12.597
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;98.7325;0.73;12.6605
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.04906;0.73;308.714
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.60952;0.73;346.306
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.6095;0.73;346.308
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.60115;0.73;347.111
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.51878;0.73;355.236
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.44922;0.73;362.401
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.51901;0.73;355.214
bench1_base_variant;512;1024;4096;0;0;0;0;144.047;0.77;8.67775
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;139.818;0.77;8.94019
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.39322;0.77;284.53
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.71291;0.77;336.663
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.79597;0.77;329.297
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.76726;0.77;331.806
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.64008;0.77;343.399
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.52696;0.77;354.413
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.65602;0.77;341.902
bench1_base_variant;1024;1024;4096;0;0;0;0;141.694;0.77;8.82181
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;139.957;0.77;8.93131
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.23435;0.77;295.205
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.76635;0.77;331.886
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.81773;0.77;327.42
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.80008;0.77;328.94
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.71176;0.77;336.767
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.52547;0.77;354.562
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.71093;0.77;336.843
bench1_base_variant;2048;1024;4096;0;0;0;0;127.282;0.77;9.82074
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;125.269;0.77;9.97853
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.27274;0.77;292.553
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.78082;0.77;330.616
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.79968;0.77;328.975
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.79718;0.77;329.191
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.6916;0.77;338.607
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.52314;0.77;354.798
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.69955;0.77;337.879
bench1_base_variant;4096;1024;4096;0;0;0;0;104.527;0.77;11.9586
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;103.006;0.77;12.1352
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.21624;0.77;296.473
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.77605;0.77;331.034
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.7821;0.77;330.505
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.79331;0.77;329.527
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.68336;0.77;339.364
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.5265;0.77;354.46
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.70208;0.77;337.648
bench1_base_variant;512;1024;4096;0;0;0;0;152.128;0.81;8.21678
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;147.993;0.81;8.44633
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.45626;0.81;280.505
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.88125;0.81;322.061
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.9744;0.81;314.513
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.95451;0.81;316.095
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.8271;0.81;326.618
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.59901;0.81;347.318
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.8404;0.81;325.487
bench1_base_variant;1024;1024;4096;0;0;0;0;146.813;0.81;8.51422
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;145.62;0.81;8.58399
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;4.40027;0.81;284.073
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.94637;0.81;316.747
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;4.00434;0.81;312.162
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.9887;0.81;313.385
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.87195;0.81;322.835
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.59875;0.81;347.343
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.8884;0.81;321.469
bench1_base_variant;2048;1024;4096;0;0;0;0;138.47;0.81;9.02724
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;135.421;0.81;9.2305
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;4.43029;0.81;282.149
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.93317;0.81;317.81
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.98022;0.81;314.053
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.96366;0.81;315.365
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.87766;0.81;322.359
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.59587;0.81;347.621
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.89245;0.81;321.135
bench1_base_variant;4096;1024;4096;0;0;0;0;114.592;0.81;10.9082
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;114.721;0.81;10.896
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;4.39808;0.81;284.215
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.93416;0.81;317.73
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.96658;0.81;315.133
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.96736;0.81;315.071
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.86792;0.81;323.171
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.59787;0.81;347.428
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.89454;0.81;320.962
bench1_base_variant;512;1024;4096;0;0;0;0;158.591;0.85;7.88193
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;155.076;0.85;8.06056
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;4.68046;0.85;267.068
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;4.04848;0.85;308.758
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;4.17046;0.85;299.727
