benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity;throughput
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.54312;0.25;491.522
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.33781;0.25;934.364
bench1_base_variant;512;1024;4096;0;0;0;0;53.1104;0.29;23.5359
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;52.6946;0.29;23.7216
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.21362;0.29;564.687
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.79728;0.29;695.495
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.63342;0.29;765.264
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.6039;0.29;779.348
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.46909;0.29;850.868
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.62525;0.29;476.146
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.47771;0.29;845.902
bench1_base_variant;1024;1024;4096;0;0;0;0;54.5204;0.29;22.9272
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;51.1218;0.29;24.4514
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.16547;0.29;577.241
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.82906;0.29;683.413
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.65899;0.29;753.47
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.63085;0.29;766.472
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.5151;0.29;825.026
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.62768;0.29;475.705
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.52059;0.29;822.048
bench1_base_variant;2048;1024;4096;0;0;0;0;48.5295;0.29;25.7575
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;46.6212;0.29;26.8118
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.62963;0.29;475.352
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.83314;0.29;681.892
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.62723;0.29;768.176
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.60984;0.29;776.475
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.51149;0.29;827
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.61992;0.29;477.114
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.51205;0.29;826.693
bench1_base_variant;4096;1024;4096;0;0;0;0;15.6866;0.29;79.6858
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;11.3205;0.29;110.419
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.10317;0.29;594.341
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.8324;0.29;682.166
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.60819;0.29;777.27
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.60462;0.29;778.999
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.50749;0.29;829.194
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.62024;0.29;477.055
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.51574;0.29;824.678
bench1_base_variant;512;1024;4096;0;0;0;0;59.4611;0.33;21.0222
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;58.4496;0.33;21.3859
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.33933;0.33;534.341
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.94445;0.33;642.856
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.80645;0.33;691.966
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.7764;0.33;703.67
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.64912;0.33;757.98
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.70285;0.33;462.475
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.65099;0.33;757.121
bench1_base_variant;1024;1024;4096;0;0;0;0;58.8079;0.33;21.2557
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;54.5498;0.33;22.9148
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.278;0.33;548.727
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.99643;0.33;626.117
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.82474;0.33;685.031
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.8001;0.33;694.407
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.69342;0.33;738.149
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.69597;0.33;463.655
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.70037;0.33;735.135
bench1_base_variant;2048;1024;4096;0;0;0;0;50.2171;0.33;24.8919
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;47.7616;0.33;26.1717
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.28792;0.33;546.348
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.99634;0.33;626.147
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.81267;0.33;689.59
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.78573;0.33;699.995
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.68458;0.33;742.026
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.69718;0.33;463.446
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.68832;0.33;740.381
bench1_base_variant;4096;1024;4096;0;0;0;0;21.3338;0.33;58.5924
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;16.9469;0.33;73.7597
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.2795;0.33;548.365
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.99397;0.33;626.891
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.78832;0.33;698.98
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.77613;0.33;703.778
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.68515;0.33;741.773
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.69814;0.33;463.281
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.69554;0.33;737.23
bench1_base_variant;512;1024;4096;0;0;0;0;67.3314;0.37;18.5649
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;66.5603;0.37;18.78
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.51347;0.37;497.32
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.10749;0.37;593.123
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.99074;0.37;627.908
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.95482;0.37;639.446
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.82576;0.37;684.646
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77454;0.37;450.524
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.83851;0.37;679.898
bench1_base_variant;1024;1024;4096;0;0;0;0;65.14;0.37;19.1894
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;60.508;0.37;20.6584
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.46144;0.37;507.833
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.15979;0.37;578.759
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.00741;0.37;622.693
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.99518;0.37;626.509
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.87611;0.37;666.271
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77269;0.37;450.826
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.88686;0.37;662.475
bench1_base_variant;2048;1024;4096;0;0;0;0;53.6478;0.37;23.3001
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;49.9669;0.37;25.0165
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.45478;0.37;509.21
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.16555;0.37;577.22
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.98901;0.37;628.454
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.96622;0.37;635.736
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.87126;0.37;667.998
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.76835;0.37;451.532
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.87694;0.37;665.976
bench1_base_variant;4096;1024;4096;0;0;0;0;28.9819;0.37;43.1303
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;24.0472;0.37;51.9812
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.45053;0.37;510.094
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.16448;0.37;577.506
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.98198;0.37;630.681
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.96418;0.37;636.399
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.878;0.37;665.602
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.77312;0.37;450.756
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.88061;0.37;664.679
bench1_base_variant;512;1024;4096;0;0;0;0;75.5803;0.41;16.5387
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;73.2578;0.41;17.063
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.67949;0.41;466.507
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.2707;0.41;550.49
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.17083;0.41;575.816
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.13787;0.41;584.693
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.00123;0.41;624.615
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.85197;0.41;438.294
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.01405;0.41;620.641
bench1_base_variant;1024;1024;4096;0;0;0;0;73.3466;0.41;17.0424
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;69.0569;0.41;18.101
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.6439;0.41;472.786
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.32398;0.41;537.869
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.19499;0.41;569.478
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.17421;0.41;574.922
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.06018;0.41;606.744
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.85114;0.41;438.422
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.06107;0.41;606.481
bench1_base_variant;2048;1024;4096;0;0;0;0;63.3652;0.41;19.7269
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;59.2495;0.41;21.0972
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.64035;0.41;473.422
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.32707;0.41;537.156
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.17181;0.41;575.557
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.16218;0.41;578.121
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.06147;0.41;606.363
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.84426;0.41;439.482
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.06981;0.41;603.921
bench1_base_variant;4096;1024;4096;0;0;0;0;38.6072;0.41;32.3774
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;33.2703;0.41;37.571
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.63896;0.41;473.671
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.32512;0.41;537.607
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.16618;0.41;577.054
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.14598;0.41;582.483
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.0635;0.41;605.766
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.85098;0.41;438.446
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.06595;0.41;605.048
bench1_base_variant;512;1024;4096;0;0;0;0;82.795;0.45;15.0975
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;82.1433;0.45;15.2173
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.88032;0.45;433.98
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.44178;0.45;511.922
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.36638;0.45;528.232
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.32474;0.45;537.695
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.19326;0.45;569.927
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.93043;0.45;426.558
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.20397;0.45;567.159
bench1_base_variant;1024;1024;4096;0;0;0;0;81.2085;0.45;15.3925
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;77.6834;0.45;16.091
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.8191;0.45;443.403
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.49458;0.45;501.087
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.37862;0.45;525.514
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.36224;0.45;529.159
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.2449;0.45;556.819
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.9235;0.45;427.569
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.26229;0.45;552.538
bench1_base_variant;2048;1024;4096;0;0;0;0;74.862;0.45;16.6974
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;73.1919;0.45;17.0784
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.82693;0.45;442.176
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.48878;0.45;502.253
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.36509;0.45;528.522
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.34432;0.45;533.204
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.24325;0.45;557.228
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.92581;0.45;427.232
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.25462;0.45;554.416
bench1_base_variant;4096;1024;4096;0;0;0;0;47.4053;0.45;26.3684
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;42.0652;0.45;29.7158
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.85872;0.45;437.259
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.494;0.45;501.203
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.3516;0.45;531.553
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.33954;0.45;534.294
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.2441;0.45;557.017
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.9299;0.45;426.635
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.26552;0.45;551.75
bench1_base_variant;512;1024;4096;0;0;0;0;90.9833;0.49;13.7388
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;88.3289;0.49;14.1516
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.05806;0.49;408.755
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.60494;0.49;479.857
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.53507;0.49;493.083
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.51325;0.49;497.364
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.37338;0.49;526.676
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.00166;0.49;416.436
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.38928;0.49;523.17
bench1_base_variant;1024;1024;4096;0;0;0;0;90.2449;0.49;13.8512
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;89.7838;0.49;13.9223
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.01557;0.49;414.516
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.66077;0.49;469.789
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.56582;0.49;487.173
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.5448;0.49;491.198
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.42888;0.49;514.641
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.99894;0.49;416.813
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.44498;0.49;511.253
bench1_base_variant;2048;1024;4096;0;0;0;0;84.8604;0.49;14.7301
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;82.1562;0.49;15.2149
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.05339;0.49;409.381
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.64789;0.49;472.074
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.54189;0.49;491.76
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.54227;0.49;491.686
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.43712;0.49;512.9
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.00147;0.49;416.462
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.43691;0.49;512.944
bench1_base_variant;4096;1024;4096;0;0;0;0;58.989;0.49;21.1904
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;55.3635;0.49;22.578
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.99725;0.49;417.049
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.65627;0.49;470.584
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.52722;0.49;494.615
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.53405;0.49;493.282
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.43789;0.49;512.739
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.99982;0.49;416.691
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.44024;0.49;512.245
bench1_base_variant;512;1024;4096;0;0;0;0;99.4912;0.53;12.5639
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;96.2141;0.53;12.9919
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.2172;0.53;388.537
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.75994;0.53;452.909
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;2.70872;0.53;461.473
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;2.6785;0.53;466.68
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.55971;0.53;488.336
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.07979;0.53;405.872
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.57286;0.53;485.84
bench1_base_variant;1024;1024;4096;0;0;0;0;96.7189;0.53;12.924
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;94.1495;0.53;13.2768
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.16826;0.53;394.539
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.81608;0.53;443.879
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;2.74203;0.53;455.866
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;2.72205;0.53;459.213
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.60725;0.53;479.433
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.07595;0.53;406.378
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.62757;0.53;475.725
bench1_base_variant;2048;1024;4096;0;0;0;0;95.3275;0.53;13.1127
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;92.0705;0.53;13.5766
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.20163;0.53;390.426
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.8087;0.53;445.045
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;2.7145;0.53;460.491
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;2.7072;0.53;461.732
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.61541;0.53;477.937
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.0752;0.53;406.478
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.61875;0.53;477.327
bench1_base_variant;4096;1024;4096;0;0;0;0;72.7577;0.53;17.1803
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;70.256;0.53;17.7921
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.16966;0.53;394.364
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.81418;0.53;444.18
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;2.69765;0.53;463.367
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;2.69418;0.53;463.964
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.6072;0.53;479.442
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.07432;0.53;406.594
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.62098;0.53;476.922
bench1_base_variant;512;1024;4096;0;0;0;0;105.277;0.57;11.8735
