benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.16512;0.21;394.93
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.14914;0.21;396.934
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.25616;0.21;383.888
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.22158;0.21;388.008
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.12323;0.21;400.226
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.53229;0.21;493.625
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.56875;0.21;486.618
bench1_base_variant;4096;1024;4096;0;0;0;0;32.2335;0.21;38.7795
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;32.2773;0.21;38.7269
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.15515;0.21;396.177
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.15379;0.21;396.348
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.24891;0.21;384.744
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.22398;0.21;387.719
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.13078;0.21;399.261
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.52515;0.21;495.02
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;2.56875;0.21;486.618
bench1_base_variant;512;1024;4096;0;0;0;0;36.103;0.25;34.6232
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;36.1133;0.25;34.6133
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.36762;0.25;371.182
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.23397;0.25;386.522
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;3.46269;0.25;360.991
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;3.40453;0.25;367.158
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.26674;0.25;382.645
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;2.70274;0.25;462.494
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;2.65635;0.25;470.57
bench1_base_variant;1024;1024;4096;0;0;0;0;35.7523;0.25;34.9627
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;35.727;0.25;34.9875
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.26744;0.25;382.563
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.20213;0.25;390.365
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;3.30029;0.25;378.755
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;3.27781;0.25;381.352
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.16608;0.25;394.81
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;2.58317;0.25;483.902
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;2.67584;0.25;467.143
bench1_base_variant;2048;1024;4096;0;0;0;0;37.298;0.25;33.5138
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;37.4125;0.25;33.4113
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.22523;0.25;387.569
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.20139;0.25;390.455
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;3.3021;0.25;378.547
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;3.2743;0.25;381.761
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.17462;0.25;393.747
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;2.588;0.25;482.998
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;2.66766;0.25;468.575
bench1_base_variant;4096;1024;4096;0;0;0;0;38.5776;0.25;32.4023
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;38.5907;0.25;32.3912
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.21995;0.25;388.205
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.20331;0.25;390.221
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;3.30019;0.25;378.766
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;3.27347;0.25;381.858
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.18219;0.25;392.811
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;2.5831;0.25;483.914
