benchmark;chunk_length;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.5169;0.09;568.683
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.23229;0.09;618.757
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.72402;0.09;1160.08
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.63901;0.09;1220.25
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.29301;0.09;1546.78
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;6.85552;0.09;291.736
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.34005;0.09;1492.48
bench1_base_variant;1024;1024;4096;0;0;0;0;74.6778;0.09;26.7817
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;61.6637;0.09;32.434
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.32072;0.09;602.279
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.09442;0.09;646.326
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.61502;0.09;1238.37
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.59901;0.09;1250.78
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.43717;0.09;1391.63
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;6.83784;0.09;292.49
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.49242;0.09;1340.11
bench1_base_variant;2048;1024;4096;0;0;0;0;72.3609;0.09;27.6392
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;49.7233;0.09;40.2226
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.3341;0.09;599.863
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;3.08954;0.09;647.346
bench5_3pass_optimized_read_skipping_partial_pss;2048;1024;4096;0;0;-0.5;0;1.54216;0.09;1296.88
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1024;4096;0;0;0;0;1.53586;0.09;1302.21
bench7_3pass_optimized_read_skipping_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.41083;0.09;1417.6
bench8_cub_flagged;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;6.82677;0.09;292.964
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1024;4096;0;-0.5;-0.5;0;1.47037;0.09;1360.2
bench1_base_variant;4096;1024;4096;0;0;0;0;64.3644;0.09;31.0731
bench2_base_variant_skipping;4096;1024;4096;0;0;0;0;20.8781;0.09;95.7942
bench3_3pass_streaming;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;3.36373;0.09;594.578
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;3.08448;0.09;648.408
bench5_3pass_optimized_read_skipping_partial_pss;4096;1024;4096;0;0;-0.5;0;1.5001;0.09;1333.25
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1024;4096;0;0;0;0;1.50686;0.09;1327.26
bench7_3pass_optimized_read_skipping_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.39515;0.09;1433.54
bench8_cub_flagged;4096;1024;4096;-0.5;-0.5;-0.5;-0.5;6.8355;0.09;292.59
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1024;4096;0;-0.5;-0.5;0;1.45566;0.09;1373.94
bench1_base_variant;512;1024;4096;0;0;0;0;72.7438;0.13;27.4937
bench2_base_variant_skipping;512;1024;4096;0;0;0;0;71.1215;0.13;28.1209
bench3_3pass_streaming;512;1024;4096;-0.5;-0.5;-0.5;-0.5;3.88842;0.13;514.348
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;3.20682;0.13;623.672
bench5_3pass_optimized_read_skipping_partial_pss;512;1024;4096;0;0;-0.5;0;1.96795;0.13;1016.28
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1024;4096;0;0;0;0;1.99419;0.13;1002.91
bench7_3pass_optimized_read_skipping_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.65133;0.13;1211.15
bench8_cub_flagged;512;1024;4096;-0.5;-0.5;-0.5;-0.5;6.90906;0.13;289.475
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1024;4096;0;-0.5;-0.5;0;1.72146;0.13;1161.81
bench1_base_variant;1024;1024;4096;0;0;0;0;107.866;0.13;18.5415
bench2_base_variant_skipping;1024;1024;4096;0;0;0;0;95.7668;0.13;20.8841
bench3_3pass_streaming;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;3.64909;0.13;548.082
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;3.37702;0.13;592.237
bench5_3pass_optimized_read_skipping_partial_pss;1024;1024;4096;0;0;-0.5;0;1.98018;0.13;1010.01
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1024;4096;0;0;0;0;1.95565;0.13;1022.68
bench7_3pass_optimized_read_skipping_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.79387;0.13;1114.91
bench8_cub_flagged;1024;1024;4096;-0.5;-0.5;-0.5;-0.5;6.89936;0.13;289.882
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1024;4096;0;-0.5;-0.5;0;1.85893;0.13;1075.89
bench1_base_variant;2048;1024;4096;0;0;0;0;108.116;0.13;18.4987
bench2_base_variant_skipping;2048;1024;4096;0;0;0;0;92.065;0.13;21.7238
bench3_3pass_streaming;2048;1024;4096;-0.5;-0.5;-0.5;-0.5;3.66861;0.13;545.166
