benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench1_base_variant;512;1;1024;4096;0;0;0;0;0.613376;0.01;1834.11
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;0.598512;0.01;1879.66
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.296864;0.01;3789.61
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.313824;0.01;3584.81
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.2396;0.01;4695.33
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.216512;0.01;5196.02
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.106384;0.01;10574.9
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83744;0.01;612.265
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.104944;0.01;10720
bench1_base_variant;1024;1;1024;4096;0;0;0;0;1.60973;0.01;698.876
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;1.05728;0.01;1064.05
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.2944;0.01;3821.33
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.31744;0.01;3543.98
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.229888;0.01;4893.69
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.206848;0.01;5438.78
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.1024;0.01;10986.3
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83386;0.01;613.461
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.1024;0.01;10986.3
bench1_base_variant;2048;1;1024;4096;0;0;0;0;2.03725;0.01;552.216
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;1.93125;0.01;582.525
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.294864;0.01;3815.32
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.318976;0.01;3526.91
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.21504;0.01;5231.58
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.19704;0.01;5709.5
bench7_3pass_optimized_read_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.099328;0.01;11326.1
bench8_cub_flagged;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82426;0.01;616.69
