benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench1_base_variant;512;1;1024;4096;0;0;0;0;2.88973;0.01;692.107
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;2.9143;0.01;686.27
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.7945;0.01;715.693
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;2.67659;0.01;747.219
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;2.99059;0.01;668.764
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;3.05154;0.01;655.408
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;2.76122;0.01;724.318
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;6.73078;0.01;297.142
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;2.67973;0.01;746.344
bench1_base_variant;1024;1;1024;4096;0;0;0;0;7.05301;0.01;283.567
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;6.9304;0.01;288.584
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.72078;0.01;735.082
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;2.66598;0.01;750.192
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;2.8032;0.01;713.47
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;2.81957;0.01;709.328
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;2.65667;0.01;752.822
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;6.12403;0.01;326.582
