benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench3_3pass_streaming;2048;4;1024;4096;-0.5;-0.5;-0.5;-0.5;0.288256;0.01;3902.78
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;4;1024;4096;0;-0.5;-0.5;0;0.31232;0.01;3602.07
bench5_3pass_optimized_read_skipping_partial_pss;2048;4;1024;4096;0;0;-0.5;0;0.221696;0.01;5074.52
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;4;1024;4096;0;0;0;0;0.210896;0.01;5334.38
bench7_3pass_optimized_read_skipping_cub_pss;2048;4;1024;4096;0;-0.5;-0.5;0;0.11312;0.01;9945.19
bench8_cub_flagged;2048;4;1024;4096;-0.5;-0.5;-0.5;-0.5;1.81746;0.01;618.997
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;4;1024;4096;0;-0.5;-0.5;0;0.114608;0.01;9816.07
bench1_base_variant;4096;4;1024;4096;0;0;0;0;1.00147;0.01;1123.35
bench2_base_variant_skipping;4096;4;1024;4096;0;0;0;0;0.92;0.01;1222.83
bench3_3pass_streaming;4096;4;1024;4096;-0.5;-0.5;-0.5;-0.5;0.279552;0.01;4024.3
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;4;1024;4096;0;-0.5;-0.5;0;0.309248;0.01;3637.86
bench5_3pass_optimized_read_skipping_partial_pss;4096;4;1024;4096;0;0;-0.5;0;0.215936;0.01;5209.88
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;4;1024;4096;0;0;0;0;0.212992;0.01;5281.89
bench7_3pass_optimized_read_skipping_cub_pss;4096;4;1024;4096;0;-0.5;-0.5;0;0.128992;0.01;8721.47
bench8_cub_flagged;4096;4;1024;4096;-0.5;-0.5;-0.5;-0.5;1.80941;0.01;621.75
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;4;1024;4096;0;-0.5;-0.5;0;0.133632;0.01;8418.64
bench1_base_variant;512;8;1024;4096;0;0;0;0;0.562784;0.01;1998.99
bench2_base_variant_skipping;512;8;1024;4096;0;0;0;0;0.562672;0.01;1999.39
bench3_3pass_streaming;512;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.298304;0.01;3771.32
bench4_3pass_optimized_read_non_skipping_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.313344;0.01;3590.3
bench5_3pass_optimized_read_skipping_partial_pss;512;8;1024;4096;0;0;-0.5;0;0.250464;0.01;4491.66
bench6_3pass_optimized_read_skipping_two_phase_pss;512;8;1024;4096;0;0;0;0;0.234544;0.01;4796.54
bench7_3pass_optimized_read_skipping_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.123904;0.01;9079.61
bench8_cub_flagged;512;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.84091;0.01;611.11
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.126368;0.01;8902.57
bench1_base_variant;1024;8;1024;4096;0;0;0;0;1.02502;0.01;1097.54
bench2_base_variant_skipping;1024;8;1024;4096;0;0;0;0;0.426544;0.01;2637.48
bench3_3pass_streaming;1024;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.296336;0.01;3796.37
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.317504;0.01;3543.26
bench5_3pass_optimized_read_skipping_partial_pss;1024;8;1024;4096;0;0;-0.5;0;0.241536;0.01;4657.69
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;8;1024;4096;0;0;0;0;0.226768;0.01;4961.02
bench7_3pass_optimized_read_skipping_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.121248;0.01;9278.5
bench8_cub_flagged;1024;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83398;0.01;613.419
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.122992;0.01;9146.94
bench1_base_variant;2048;8;1024;4096;0;0;0;0;0.787456;0.01;1428.65
bench2_base_variant_skipping;2048;8;1024;4096;0;0;0;0;0.560512;0.01;2007.09
bench3_3pass_streaming;2048;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.295936;0.01;3801.5
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.318352;0.01;3533.82
bench5_3pass_optimized_read_skipping_partial_pss;2048;8;1024;4096;0;0;-0.5;0;0.22784;0.01;4937.68
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;8;1024;4096;0;0;0;0;0.21344;0.01;5270.8
bench7_3pass_optimized_read_skipping_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.116224;0.01;9679.58
bench8_cub_flagged;2048;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83398;0.01;613.419
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.118176;0.01;9519.7
bench1_base_variant;4096;8;1024;4096;0;0;0;0;0.96;0.01;1171.88
bench2_base_variant_skipping;4096;8;1024;4096;0;0;0;0;0.90112;0.01;1248.45
bench3_3pass_streaming;4096;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.283776;0.01;3964.39
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.314944;0.01;3572.06
bench5_3pass_optimized_read_skipping_partial_pss;4096;8;1024;4096;0;0;-0.5;0;0.219648;0.01;5121.83
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;8;1024;4096;0;0;0;0;0.21912;0.01;5134.17
bench7_3pass_optimized_read_skipping_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.128416;0.01;8760.59
bench8_cub_flagged;4096;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.79712;0.01;626.002
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.132608;0.01;8483.65
bench1_base_variant;512;16;1024;4096;0;0;0;0;0.449968;0.01;2500.18
bench2_base_variant_skipping;512;16;1024;4096;0;0;0;0;0.457728;0.01;2457.79
bench3_3pass_streaming;512;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.304336;0.01;3696.57
bench4_3pass_optimized_read_non_skipping_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.316768;0.01;3551.5
bench5_3pass_optimized_read_skipping_partial_pss;512;16;1024;4096;0;0;-0.5;0;0.253872;0.01;4431.37
bench6_3pass_optimized_read_skipping_two_phase_pss;512;16;1024;4096;0;0;0;0;0.236624;0.01;4754.38
bench7_3pass_optimized_read_skipping_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.125952;0.01;8931.97
bench8_cub_flagged;512;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.83603;0.01;612.734
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.127488;0.01;8824.36
bench1_base_variant;1024;16;1024;4096;0;0;0;0;1.02954;0.01;1092.73
bench2_base_variant_skipping;1024;16;1024;4096;0;0;0;0;0.428432;0.01;2625.85
bench3_3pass_streaming;1024;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.304096;0.01;3699.49
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.323072;0.01;3482.2
bench5_3pass_optimized_read_skipping_partial_pss;1024;16;1024;4096;0;0;-0.5;0;0.241664;0.01;4655.22
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;16;1024;4096;0;0;0;0;0.223232;0.01;5039.6
bench7_3pass_optimized_read_skipping_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.12288;0.01;9155.27
bench8_cub_flagged;1024;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82835;0.01;615.308
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.123904;0.01;9079.61
bench1_base_variant;2048;16;1024;4096;0;0;0;0;0.749568;0.01;1500.86
bench2_base_variant_skipping;2048;16;1024;4096;0;0;0;0;0.54784;0.01;2053.52
bench3_3pass_streaming;2048;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.303584;0.01;3705.73
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.323008;0.01;3482.89
bench5_3pass_optimized_read_skipping_partial_pss;2048;16;1024;4096;0;0;-0.5;0;0.23192;0.01;4850.81
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;16;1024;4096;0;0;0;0;0.21504;0.01;5231.58
bench7_3pass_optimized_read_skipping_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.118784;0.01;9470.97
bench8_cub_flagged;2048;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82835;0.01;615.308
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.12032;0.01;9350.07
