benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.435136;0.09;2872.67
bench1_base_variant;1024;1;1024;4096;0;0;0;0;5.67053;0.09;220.438
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;2.84672;0.09;439.102
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.7184;0.09;1739.98
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.800256;0.09;1562
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;0.557472;0.09;2242.27
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;0.536064;0.09;2331.81
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.421376;0.09;2966.47
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.94752;0.09;641.842
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.423936;0.09;2948.56
bench1_base_variant;2048;1;1024;4096;0;0;0;0;4.44621;0.09;281.138
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;1.78739;0.09;699.343
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.718656;0.09;1739.36
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.79872;0.09;1565
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;0.53704;0.09;2327.57
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;1;1024;4096;0;0;0;0;0.517568;0.09;2415.14
bench7_3pass_optimized_read_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.41328;0.09;3024.58
bench8_cub_flagged;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.94048;0.09;644.171
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.415744;0.09;3006.66
bench1_base_variant;4096;1;1024;4096;0;0;0;0;4.41651;0.09;283.029
bench2_base_variant_skipping;4096;1;1024;4096;0;0;0;0;3.41082;0.09;366.481
bench3_3pass_streaming;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.717312;0.09;1742.62
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.804352;0.09;1554.05
bench5_3pass_optimized_read_skipping_partial_pss;4096;1;1024;4096;0;0;-0.5;0;0.528384;0.09;2365.7
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1;1024;4096;0;0;0;0;0.515088;0.09;2426.77
bench7_3pass_optimized_read_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.418816;0.09;2984.6
bench8_cub_flagged;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.94346;0.09;643.184
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.424912;0.09;2941.79
bench1_base_variant;512;1;1024;4096;0;0;0;0;13.7969;0.13;90.6003
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;13.9704;0.13;89.4749
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;0.887216;0.13;1408.9
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.920064;0.13;1358.6
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;0.702976;0.13;1778.15
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;0.690064;0.13;1811.43
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.561664;0.13;2225.53
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.02802;0.13;616.366
