benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench8_cub_flagged;4096;4;1024;4096;-0.5;-0.5;-0.5;-0.5;1.87699;0.01;665.959
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;4;1024;4096;0;-0.5;-0.5;0;0.181232;0.01;6897.24
bench1_base_variant;512;8;1024;4096;0;0;0;0;0.739232;0.01;1690.94
bench2_base_variant_skipping;512;8;1024;4096;0;0;0;0;0.7032;0.01;1777.59
bench3_3pass_streaming;512;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.503248;0.01;2483.86
bench4_3pass_optimized_read_non_skipping_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.593408;0.01;2106.48
bench5_3pass_optimized_read_skipping_partial_pss;512;8;1024;4096;0;0;-0.5;0;0.331632;0.01;3769.24
bench6_3pass_optimized_read_skipping_two_phase_pss;512;8;1024;4096;0;0;0;0;0.321776;0.01;3884.69
bench7_3pass_optimized_read_skipping_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.195456;0.01;6395.3
bench8_cub_flagged;512;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.87853;0.01;665.415
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;8;1024;4096;0;-0.5;-0.5;0;0.203264;0.01;6149.64
bench1_base_variant;1024;8;1024;4096;0;0;0;0;1.82733;0.01;684.059
bench2_base_variant_skipping;1024;8;1024;4096;0;0;0;0;0.705536;0.01;1771.7
bench3_3pass_streaming;1024;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.499104;0.01;2504.49
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.60712;0.01;2058.9
bench5_3pass_optimized_read_skipping_partial_pss;1024;8;1024;4096;0;0;-0.5;0;0.323072;0.01;3869.11
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;8;1024;4096;0;0;0;0;0.301488;0.01;4146.1
bench7_3pass_optimized_read_skipping_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.190976;0.01;6545.33
bench8_cub_flagged;1024;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.87546;0.01;666.505
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;8;1024;4096;0;-0.5;-0.5;0;0.196704;0.01;6354.73
bench1_base_variant;2048;8;1024;4096;0;0;0;0;3.03309;0.01;412.121
bench2_base_variant_skipping;2048;8;1024;4096;0;0;0;0;0.676352;0.01;1848.15
bench3_3pass_streaming;2048;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.493568;0.01;2532.58
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.603648;0.01;2070.74
bench5_3pass_optimized_read_skipping_partial_pss;2048;8;1024;4096;0;0;-0.5;0;0.30208;0.01;4137.98
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;8;1024;4096;0;0;0;0;0.284672;0.01;4391.02
bench7_3pass_optimized_read_skipping_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.178592;0.01;6999.19
bench8_cub_flagged;2048;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.87586;0.01;666.362
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;8;1024;4096;0;-0.5;-0.5;0;0.184704;0.01;6767.58
bench1_base_variant;4096;8;1024;4096;0;0;0;0;1.84466;0.01;677.633
bench2_base_variant_skipping;4096;8;1024;4096;0;0;0;0;0.777728;0.01;1607.25
bench3_3pass_streaming;4096;8;1024;4096;-0.5;-0.5;-0.5;-0.5;0.480704;0.01;2600.35
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.584656;0.01;2138.01
bench5_3pass_optimized_read_skipping_partial_pss;4096;8;1024;4096;0;0;-0.5;0;0.286208;0.01;4367.45
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;8;1024;4096;0;0;0;0;0.269312;0.01;4641.46
bench7_3pass_optimized_read_skipping_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.173056;0.01;7223.09
bench8_cub_flagged;4096;8;1024;4096;-0.5;-0.5;-0.5;-0.5;1.8339;0.01;681.606
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;8;1024;4096;0;-0.5;-0.5;0;0.178656;0.01;6996.69
bench1_base_variant;512;16;1024;4096;0;0;0;0;0.732672;0.01;1706.08
bench2_base_variant_skipping;512;16;1024;4096;0;0;0;0;0.580608;0.01;2152.92
bench3_3pass_streaming;512;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.51;0.01;2450.98
bench4_3pass_optimized_read_non_skipping_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.600416;0.01;2081.89
bench5_3pass_optimized_read_skipping_partial_pss;512;16;1024;4096;0;0;-0.5;0;0.336384;0.01;3715.99
bench6_3pass_optimized_read_skipping_two_phase_pss;512;16;1024;4096;0;0;0;0;0.324992;0.01;3846.25
bench7_3pass_optimized_read_skipping_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.199008;0.01;6281.16
bench8_cub_flagged;512;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.8912;0.01;660.956
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;16;1024;4096;0;-0.5;-0.5;0;0.205824;0.01;6073.15
bench1_base_variant;1024;16;1024;4096;0;0;0;0;1.68397;0.01;742.294
bench2_base_variant_skipping;1024;16;1024;4096;0;0;0;0;0.685568;0.01;1823.31
bench3_3pass_streaming;1024;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.497024;0.01;2514.97
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.594368;0.01;2103.07
bench5_3pass_optimized_read_skipping_partial_pss;1024;16;1024;4096;0;0;-0.5;0;0.319376;0.01;3913.88
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;16;1024;4096;0;0;0;0;0.302112;0.01;4137.54
bench7_3pass_optimized_read_skipping_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.186752;0.01;6693.37
bench8_cub_flagged;1024;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.84883;0.01;676.103
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;16;1024;4096;0;-0.5;-0.5;0;0.194048;0.01;6441.71
bench1_base_variant;2048;16;1024;4096;0;0;0;0;2.87547;0.01;434.711
bench2_base_variant_skipping;2048;16;1024;4096;0;0;0;0;0.5652;0.01;2211.61
bench3_3pass_streaming;2048;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.485424;0.01;2575.07
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.575488;0.01;2172.07
bench5_3pass_optimized_read_skipping_partial_pss;2048;16;1024;4096;0;0;-0.5;0;0.294192;0.01;4248.93
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;16;1024;4096;0;0;0;0;0.275456;0.01;4537.93
bench7_3pass_optimized_read_skipping_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.172032;0.01;7266.09
bench8_cub_flagged;2048;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82438;0.01;685.163
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;16;1024;4096;0;-0.5;-0.5;0;0.177248;0.01;7052.27
bench1_base_variant;4096;16;1024;4096;0;0;0;0;1.78021;0.01;702.165
bench2_base_variant_skipping;4096;16;1024;4096;0;0;0;0;0.746992;0.01;1673.38
bench3_3pass_streaming;4096;16;1024;4096;-0.5;-0.5;-0.5;-0.5;0.48576;0.01;2573.29
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.583712;0.01;2141.47
bench5_3pass_optimized_read_skipping_partial_pss;4096;16;1024;4096;0;0;-0.5;0;0.28608;0.01;4369.41
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;16;1024;4096;0;0;0;0;0.267264;0.01;4677.02
bench7_3pass_optimized_read_skipping_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.173024;0.01;7224.43
bench8_cub_flagged;4096;16;1024;4096;-0.5;-0.5;-0.5;-0.5;1.82978;0.01;683.144
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;16;1024;4096;0;-0.5;-0.5;0;0.179696;0.01;6956.19
bench1_base_variant;512;32;1024;4096;0;0;0;0;0.711168;0.01;1757.67
bench2_base_variant_skipping;512;32;1024;4096;0;0;0;0;0.484272;0.01;2581.19
bench3_3pass_streaming;512;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.51968;0.01;2405.33
bench4_3pass_optimized_read_non_skipping_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.611216;0.01;2045.1
bench5_3pass_optimized_read_skipping_partial_pss;512;32;1024;4096;0;0;-0.5;0;0.3388;0.01;3689.49
bench6_3pass_optimized_read_skipping_two_phase_pss;512;32;1024;4096;0;0;0;0;0.325632;0.01;3838.69
bench7_3pass_optimized_read_skipping_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.200192;0.01;6244.01
bench8_cub_flagged;512;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.88416;0.01;663.426
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;32;1024;4096;0;-0.5;-0.5;0;0.207872;0.01;6013.32
bench1_base_variant;1024;32;1024;4096;0;0;0;0;1.80173;0.01;693.778
bench2_base_variant_skipping;1024;32;1024;4096;0;0;0;0;0.649728;0.01;1923.88
bench3_3pass_streaming;1024;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.546816;0.01;2285.96
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.621568;0.01;2011.04
bench5_3pass_optimized_read_skipping_partial_pss;1024;32;1024;4096;0;0;-0.5;0;0.325632;0.01;3838.69
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;32;1024;4096;0;0;0;0;0.308736;0.01;4048.77
bench7_3pass_optimized_read_skipping_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.194048;0.01;6441.71
bench8_cub_flagged;1024;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.86982;0.01;668.512
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;32;1024;4096;0;-0.5;-0.5;0;0.198144;0.01;6308.54
bench1_base_variant;2048;32;1024;4096;0;0;0;0;2.77901;0.01;449.801
bench2_base_variant_skipping;2048;32;1024;4096;0;0;0;0;0.51824;0.01;2412.01
bench3_3pass_streaming;2048;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.509472;0.01;2453.52
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.60528;0.01;2065.16
bench5_3pass_optimized_read_skipping_partial_pss;2048;32;1024;4096;0;0;-0.5;0;0.300544;0.01;4159.12
bench6_3pass_optimized_read_skipping_two_phase_pss;2048;32;1024;4096;0;0;0;0;0.279568;0.01;4471.18
bench7_3pass_optimized_read_skipping_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.176544;0.01;7080.39
bench8_cub_flagged;2048;32;1024;4096;-0.5;-0.5;-0.5;-0.5;1.85126;0.01;675.214
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;32;1024;4096;0;-0.5;-0.5;0;0.18432;0.01;6781.68
bench1_base_variant;4096;32;1024;4096;0;0;0;0;1.66142;0.01;752.367
bench2_base_variant_skipping;4096;32;1024;4096;0;0;0;0;0.637392;0.01;1961.12
bench3_3pass_streaming;4096;32;1024;4096;-0.5;-0.5;-0.5;-0.5;0.490992;0.01;2545.87
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;32;1024;4096;0;-0.5;-0.5;0;0.594336;0.01;2103.19
